,Unnamed: 0,track_id,artists,album_name_x,track_name_x,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,id,artist_pop,artist_name,artist_uri,track_name_y,album_uri,album_name_y,image_uri,track_pop,genres
11,6,6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,6Vc5wAMmXdKIAM7WUoEb7N,57,A Great Big World,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,Say Something,spotify:album:1yOcLa4euMk9sV7rRJ89Dl,Is There Anybody Out There?,https://i.scdn.co/image/ab67616d0000b273554488d0c51967b1654d8ce5,71,neo_mellow piano_rock pop_rock viral_pop
12,79104,6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,piano,6Vc5wAMmXdKIAM7WUoEb7N,57,A Great Big World,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,Say Something,spotify:album:1yOcLa4euMk9sV7rRJ89Dl,Is There Anybody Out There?,https://i.scdn.co/image/ab67616d0000b273554488d0c51967b1654d8ce5,71,neo_mellow piano_rock pop_rock viral_pop
13,7,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,80,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic,1EzrEOXmMH3G43AXT1y7pA,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,I'm Yours,spotify:album:04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed,77,acoustic_pop dance_pop neo_mellow pop
14,91904,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,80,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,rock,1EzrEOXmMH3G43AXT1y7pA,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,I'm Yours,spotify:album:04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed,77,acoustic_pop dance_pop neo_mellow pop
15,8,0IktbUcnAGrvD03AWnz3Q8,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things.,Lucky,74,189613,False,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,4,acoustic,0IktbUcnAGrvD03AWnz3Q8,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Lucky,spotify:album:04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,https://i.scdn.co/image/ab67616d0000b273125b1a330b6f6100ab19dbed,69,acoustic_pop dance_pop neo_mellow pop
16,9,7k9GuJYLp2AzqokyEdwEw2,Ross Copperman,Hunger,Hunger,56,205594,False,0.442,0.632,1,-6.77,1,0.0295,0.426,0.00419,0.0735,0.196,78.899,4,acoustic,7k9GuJYLp2AzqokyEdwEw2,39,Ross Copperman,spotify:artist:5nHR37FDSU4I0QQta0AZ1C,Hunger,spotify:album:4zLvvZhL4dcEBW2wKRf9H1,Hunger,https://i.scdn.co/image/ab67616d0000b273eb8bf85ebc1bf4754d2c5f8b,55,acoustic_pop piano_rock
17,79110,7k9GuJYLp2AzqokyEdwEw2,Ross Copperman,Hunger,Hunger,56,205594,False,0.442,0.632,1,-6.77,1,0.0295,0.426,0.00419,0.0735,0.196,78.899,4,piano,7k9GuJYLp2AzqokyEdwEw2,39,Ross Copperman,spotify:artist:5nHR37FDSU4I0QQta0AZ1C,Hunger,spotify:album:4zLvvZhL4dcEBW2wKRf9H1,Hunger,https://i.scdn.co/image/ab67616d0000b273eb8bf85ebc1bf4754d2c5f8b,55,acoustic_pop piano_rock
18,10,4mzP5mHkRvGxdhdGdAH7EJ,Zack Tabudlo,Episode,Give Me Your Forever,74,244800,False,0.627,0.363,8,-8.127,1,0.0291,0.279,0.0,0.0928,0.301,99.905,4,acoustic,4mzP5mHkRvGxdhdGdAH7EJ,66,Zack Tabudlo,spotify:artist:67IN4cLJ7798gUapyZlmac,Give Me Your Forever,spotify:album:7IW9irtFutjRET02MjOjdW,Episode,https://i.scdn.co/image/ab67616d0000b2730acfd1cc37e7d4eacfa49c48,72,acoustic_opm opm p-pop
19,11,5ivF4eQBqJiVL5IAE9jRyl,Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,69,240165,False,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,3,acoustic,5ivF4eQBqJiVL5IAE9jRyl,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,I Won't Give Up,spotify:album:7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,https://i.scdn.co/image/ab67616d0000b2733f1ceb305415a090c0885986,68,acoustic_pop dance_pop neo_mellow pop
20,12,4ptDJbJl35d7gQfeNteBwp,Dan Berk,Solo,Solo,52,198712,False,0.489,0.314,7,-9.245,0,0.0331,0.749,0.0,0.113,0.607,124.234,4,acoustic,4ptDJbJl35d7gQfeNteBwp,41,Dan Berk,spotify:artist:2kfmnXYxa9yh0RkUBPjSwZ,Solo,spotify:album:3dS1DCljr8LjIweYoUhbgB,Solo,https://i.scdn.co/image/ab67616d0000b2737b4f44f34acd0e6116832fe6,40,acoustic_chill
21,15191,4ptDJbJl35d7gQfeNteBwp,Dan Berk,Solo,Solo,52,198712,False,0.489,0.314,7,-9.245,0,0.0331,0.749,0.0,0.113,0.607,124.234,4,chill,4ptDJbJl35d7gQfeNteBwp,41,Dan Berk,spotify:artist:2kfmnXYxa9yh0RkUBPjSwZ,Solo,spotify:album:3dS1DCljr8LjIweYoUhbgB,Solo,https://i.scdn.co/image/ab67616d0000b2737b4f44f34acd0e6116832fe6,40,acoustic_chill
22,13,0X9MxHR1rTkEHDjp95F2OO,Anna Hamilton,Bad Liar,Bad Liar,62,248448,False,0.691,0.234,3,-6.441,1,0.0285,0.777,0.0,0.12,0.209,87.103,4,acoustic,0X9MxHR1rTkEHDjp95F2OO,37,Anna Hamilton,spotify:artist:5l81swbnEwWXCTQiEYmATF,Bad Liar,spotify:album:6IdvWkRjBo772ugh9HTXFn,Bad Liar,https://i.scdn.co/image/ab67616d0000b2732dc1ce83ad1f9100b5da1b48,57,acoustic_chill
23,15088,0X9MxHR1rTkEHDjp95F2OO,Anna Hamilton,Bad Liar,Bad Liar,62,248448,False,0.691,0.234,3,-6.441,1,0.0285,0.777,0.0,0.12,0.209,87.103,4,chill,0X9MxHR1rTkEHDjp95F2OO,37,Anna Hamilton,spotify:artist:5l81swbnEwWXCTQiEYmATF,Bad Liar,spotify:album:6IdvWkRjBo772ugh9HTXFn,Bad Liar,https://i.scdn.co/image/ab67616d0000b2732dc1ce83ad1f9100b5da1b48,57,acoustic_chill
24,14,4LbWtBkN82ZRhz9jqzgrb3,Chord Overstreet;Deepend,Hold On (Remix),Hold On - Remix,56,188133,False,0.755,0.78,2,-6.084,1,0.0327,0.124,2.83e-05,0.121,0.387,120.004,4,acoustic,4LbWtBkN82ZRhz9jqzgrb3,59,Chord Overstreet,spotify:artist:5D3muNJhYYunbRkh3FKgX0,Hold On - Remix,spotify:album:4Xy997QTkKNc5Gt5t9eKmy,Hold On (Remix),https://i.scdn.co/image/ab67616d0000b27371ba4f92a0079e8be57abff2,49,acoustic_pop singer-songwriter_pop
25,15,1KHdq8NK9QxnGjdXb55NiG,Landon Pigg,The Boy Who Never,Falling in Love at a Coffee Shop,58,244986,False,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,3,acoustic,1KHdq8NK9QxnGjdXb55NiG,35,Landon Pigg,spotify:artist:1whjlG0NSaQytgDIWz10GS,Falling in Love at a Coffee Shop,spotify:album:1fFFfcxhKi0kSPhm8kdOuf,The Boy Who Never,https://i.scdn.co/image/ab67616d0000b27340f1af522b0500805a6dde2b,52,acoustic_pop
26,16,6xKeQgzfjixSUld14qUezm,Andrew Foy;Renee Foy,ily (i love you baby),ily (i love you baby),56,129750,False,0.706,0.112,2,-18.098,1,0.0391,0.827,4.03e-06,0.125,0.414,110.154,4,acoustic,6xKeQgzfjixSUld14qUezm,39,Andrew Foy,spotify:artist:65vC7eduMeu5MYUXVqIhyg,ily (i love you baby),spotify:album:5ZBLybhhfb7d8RFt7kEvYg,ily (i love you baby),https://i.scdn.co/image/ab67616d0000b273d42b80c9b6fa4cdf784ac8a5,50,acoustic_guitar_cover
27,45002,6xKeQgzfjixSUld14qUezm,Andrew Foy;Renee Foy,ily (i love you baby),ily (i love you baby),56,129750,False,0.706,0.112,2,-18.098,1,0.0391,0.827,4.03e-06,0.125,0.414,110.154,4,guitar,6xKeQgzfjixSUld14qUezm,39,Andrew Foy,spotify:artist:65vC7eduMeu5MYUXVqIhyg,ily (i love you baby),spotify:album:5ZBLybhhfb7d8RFt7kEvYg,ily (i love you baby),https://i.scdn.co/image/ab67616d0000b273d42b80c9b6fa4cdf784ac8a5,50,acoustic_guitar_cover
28,17,4Yo0igmcoNyat1secaH0OD,Andrew Foy;Renee Foy,At My Worst,At My Worst,54,169728,False,0.795,0.0841,10,-18.09,0,0.0461,0.742,1.17e-05,0.0853,0.609,91.803,4,acoustic,4Yo0igmcoNyat1secaH0OD,39,Andrew Foy,spotify:artist:65vC7eduMeu5MYUXVqIhyg,At My Worst,spotify:album:0sD5PrnUg9t95AMfJSEvEp,At My Worst,https://i.scdn.co/image/ab67616d0000b273716a3a52189a6d90bb951ed5,47,acoustic_guitar_cover
29,45004,4Yo0igmcoNyat1secaH0OD,Andrew Foy;Renee Foy,At My Worst,At My Worst,54,169728,False,0.795,0.0841,10,-18.09,0,0.0461,0.742,1.17e-05,0.0853,0.609,91.803,4,guitar,4Yo0igmcoNyat1secaH0OD,39,Andrew Foy,spotify:artist:65vC7eduMeu5MYUXVqIhyg,At My Worst,spotify:album:0sD5PrnUg9t95AMfJSEvEp,At My Worst,https://i.scdn.co/image/ab67616d0000b273716a3a52189a6d90bb951ed5,47,acoustic_guitar_cover
30,18,2qLMf6TuEC3ruGJg4SMMN6,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things.,Lucky,68,189613,False,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,4,acoustic,2qLMf6TuEC3ruGJg4SMMN6,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Lucky,spotify:album:1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),https://i.scdn.co/image/ab67616d0000b27333091fbb40edc2249e682bf2,71,acoustic_pop dance_pop neo_mellow pop
31,19,6CgNoAbFJ4Q4Id4EjtbXlC,Boyce Avenue;Bea Miller,"Cover Sessions, Vol. 4",Photograph,67,260186,False,0.717,0.32,3,-8.393,1,0.0283,0.83,0.0,0.107,0.322,107.946,4,acoustic,6CgNoAbFJ4Q4Id4EjtbXlC,65,Boyce Avenue,spotify:artist:7CQwac16i1W5ej8YpuL3dv,Photograph,spotify:album:4GRswj5X73eFGhe6QDTRCD,"Cover Sessions, Vol. 4",https://i.scdn.co/image/ab67616d0000b273eb52107a749a04b3741316dc,64,acoustic_cover neo_mellow viral_pop
32,20,3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,75,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic,3S0OXQeoh0w6AY8WQVckRW,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,I'm Yours,spotify:album:1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),https://i.scdn.co/image/ab67616d0000b27333091fbb40edc2249e682bf2,79,acoustic_pop dance_pop neo_mellow pop
33,21,210JCw2LbYD4YIs8GiZ9iP,Boyce Avenue;Jennel Garcia,"Cover Sessions, Vol. 3",Demons,63,174174,False,0.678,0.351,0,-8.654,1,0.0266,0.747,0.0,0.355,0.569,90.032,4,acoustic,210JCw2LbYD4YIs8GiZ9iP,65,Boyce Avenue,spotify:artist:7CQwac16i1W5ej8YpuL3dv,Demons,spotify:album:1DpZ3jGqyRCTQ8Eoas1MP4,"Cover Sessions, Vol. 3",https://i.scdn.co/image/ab67616d0000b27347ca192bbc880e09dd212322,59,acoustic_cover neo_mellow viral_pop
34,22,5TvE3pk05pyFIGdSY9j4DJ,A Great Big World;Christina Aguilera,Is There Anybody Out There? - Track by Track Commentary,Say Something,70,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,5TvE3pk05pyFIGdSY9j4DJ,57,A Great Big World,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,Say Something,spotify:album:3kwbwO3wtwyNo7zCFzWkcW,Is There Anybody Out There? - Track by Track Commentary,https://i.scdn.co/image/ab67616d0000b2739e2acbb00244d6da17edb0cf,71,neo_mellow piano_rock pop_rock viral_pop
35,79140,5TvE3pk05pyFIGdSY9j4DJ,A Great Big World;Christina Aguilera,Is There Anybody Out There? - Track by Track Commentary,Say Something,70,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,piano,5TvE3pk05pyFIGdSY9j4DJ,57,A Great Big World,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,Say Something,spotify:album:3kwbwO3wtwyNo7zCFzWkcW,Is There Anybody Out There? - Track by Track Commentary,https://i.scdn.co/image/ab67616d0000b2739e2acbb00244d6da17edb0cf,71,neo_mellow piano_rock pop_rock viral_pop
36,23,0BUuuEvNa5T4lMaewyiudB,Jason Mraz,Coffee Moment,93 Million Miles,0,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,acoustic,0BUuuEvNa5T4lMaewyiudB,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,93 Million Miles,spotify:album:04KowFQhH1EvlLQZHh74q5,Coffee Moment,https://i.scdn.co/image/ab67616d0000b2732148168cccd34d801beb5f79,2,acoustic_pop dance_pop neo_mellow pop
37,91670,0BUuuEvNa5T4lMaewyiudB,Jason Mraz,Coffee Moment,93 Million Miles,0,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,rock,0BUuuEvNa5T4lMaewyiudB,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,93 Million Miles,spotify:album:04KowFQhH1EvlLQZHh74q5,Coffee Moment,https://i.scdn.co/image/ab67616d0000b2732148168cccd34d801beb5f79,2,acoustic_pop dance_pop neo_mellow pop
38,24,3Hn3LfhrQOaKihdCibJsTs,Jason Mraz,Human - Best Adult Pop Tunes,Unlonely,0,231266,False,0.796,0.667,5,-4.831,0,0.0392,0.381,0.0,0.221,0.754,97.988,4,acoustic,3Hn3LfhrQOaKihdCibJsTs,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Unlonely,spotify:album:6zGNFXI4m0ujlFQa3Fuagr,Human - Best Adult Pop Tunes,https://i.scdn.co/image/ab67616d0000b27383a4a00a95e85f9961caa31b,0,acoustic_pop dance_pop neo_mellow pop
39,91663,3Hn3LfhrQOaKihdCibJsTs,Jason Mraz,Human - Best Adult Pop Tunes,Unlonely,0,231266,False,0.796,0.667,5,-4.831,0,0.0392,0.381,0.0,0.221,0.754,97.988,4,rock,3Hn3LfhrQOaKihdCibJsTs,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Unlonely,spotify:album:6zGNFXI4m0ujlFQa3Fuagr,Human - Best Adult Pop Tunes,https://i.scdn.co/image/ab67616d0000b27383a4a00a95e85f9961caa31b,0,acoustic_pop dance_pop neo_mellow pop
40,25,6D33wCKzWtNEgOovgeVJ7r,Jason Mraz,Mellow Adult Pop,Bella Luna,1,302346,False,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4,acoustic,6D33wCKzWtNEgOovgeVJ7r,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Bella Luna,spotify:album:2h66Q8ez8XvHFrRoWGjXyj,Mellow Adult Pop,https://i.scdn.co/image/ab67616d0000b273eedc48ed86140ce3ec1dd481,1,acoustic_pop dance_pop neo_mellow pop
41,91662,6D33wCKzWtNEgOovgeVJ7r,Jason Mraz,Mellow Adult Pop,Bella Luna,1,302346,False,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4,rock,6D33wCKzWtNEgOovgeVJ7r,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Bella Luna,spotify:album:2h66Q8ez8XvHFrRoWGjXyj,Mellow Adult Pop,https://i.scdn.co/image/ab67616d0000b273eedc48ed86140ce3ec1dd481,1,acoustic_pop dance_pop neo_mellow pop
42,26,5IfCZDRXZrqZSm8AwE44PG,Jason Mraz,Holly Jolly Christmas,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,5IfCZDRXZrqZSm8AwE44PG,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Winter Wonderland,spotify:album:43EvDpZ1yfb4hKxS37HVsX,Holly Jolly Christmas,https://i.scdn.co/image/ab67616d0000b27356c3544e4cf83b2ec71d63ff,0,acoustic_pop dance_pop neo_mellow pop
43,91664,5IfCZDRXZrqZSm8AwE44PG,Jason Mraz,Holly Jolly Christmas,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,rock,5IfCZDRXZrqZSm8AwE44PG,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Winter Wonderland,spotify:album:43EvDpZ1yfb4hKxS37HVsX,Holly Jolly Christmas,https://i.scdn.co/image/ab67616d0000b27356c3544e4cf83b2ec71d63ff,0,acoustic_pop dance_pop neo_mellow pop
44,27,0dzKBptH2P5j5a0MifBMwM,Jason Mraz,Feeling Good - Adult Pop Favorites,If It Kills Me,0,273653,False,0.633,0.429,4,-6.784,0,0.0381,0.0444,0.0,0.132,0.52,143.793,4,acoustic,0dzKBptH2P5j5a0MifBMwM,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,If It Kills Me,spotify:album:10NkpNEVXABoma9akEZ73d,Feeling Good - Adult Pop Favorites,https://i.scdn.co/image/ab67616d0000b27333cfccec64c80f34a420d60f,0,acoustic_pop dance_pop neo_mellow pop
45,91671,0dzKBptH2P5j5a0MifBMwM,Jason Mraz,Feeling Good - Adult Pop Favorites,If It Kills Me,0,273653,False,0.633,0.429,4,-6.784,0,0.0381,0.0444,0.0,0.132,0.52,143.793,4,rock,0dzKBptH2P5j5a0MifBMwM,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,If It Kills Me,spotify:album:10NkpNEVXABoma9akEZ73d,Feeling Good - Adult Pop Favorites,https://i.scdn.co/image/ab67616d0000b27333cfccec64c80f34a420d60f,0,acoustic_pop dance_pop neo_mellow pop
46,28,5QAMZTM5cmLg3fHX9ZbTZi,Jason Mraz,Christmas Time,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,5QAMZTM5cmLg3fHX9ZbTZi,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Winter Wonderland,spotify:album:4N4LLC1eZkWBEdCEUtAP8P,Christmas Time,https://i.scdn.co/image/ab67616d0000b273acffd2b95bc570c71ad030d4,0,acoustic_pop dance_pop neo_mellow pop
47,91667,5QAMZTM5cmLg3fHX9ZbTZi,Jason Mraz,Christmas Time,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,rock,5QAMZTM5cmLg3fHX9ZbTZi,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Winter Wonderland,spotify:album:4N4LLC1eZkWBEdCEUtAP8P,Christmas Time,https://i.scdn.co/image/ab67616d0000b273acffd2b95bc570c71ad030d4,0,acoustic_pop dance_pop neo_mellow pop
48,29,2qESE1ZeWly7I3YjyTXmXh,Jason Mraz,Perfect Christmas Hits,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,2qESE1ZeWly7I3YjyTXmXh,69,Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Winter Wonderland,spotify:album:6SVCpz3HrA6O2Nw2i4Vc9l,Perfect Christmas Hits,https://i.scdn.co/image/ab67616d0000b273b821ca68d09db9dfb354c73d,0,acoustic_pop dance_pop neo_mellow pop
